entry_id,thread_title,post_text_clean,post_text,post_timestamp,post_number_in_thread,post_id,post_link,post_user,post_user_badge,post_user_profile_image,post_user_link,post_reply_to_post_number,post_reply_to_post_link,post_reply_to_post_id
287,"Recent PPMS diagnosis, help!"," Thank you, Karen. I have seen my MS nurse once and she gave me a folder of information which I will look through. I believe I will see her again after my next consultant appointment and MRI scan. Having been well all my life it is scary to have hadthis diagnosis and worry about the future. ","<p>Thank you, Karen. I have seen my MS nurse once and she gave me a folder of information which I will look through. I believe I will see her again after my next consultant appointment and MRI scan. Having been well all my life it is scary to have hadthis diagnosis and worry about the future.</p>",18 Dec  2019 at 8:05 am,#3,417997,https://community.mssociety.org.uk/comment/417997#comment-417997,,,,,(Reply to #2),https://community.mssociety.org.uk/forums/primary-progressive-ms/recent-ppms-diagnosis-help#comment-417986,417986
288,"Recent PPMS diagnosis, help!"," Hi and welcome to the Forum!  Yep, I'm still learning too - I was diagnosed with PPMS at the end of June this year.  There is only one drug at the moment for those of us with PPMS called Ocrevus - you may want to talk to your neuro about it in January as it's not suitable for everyone and there are risks involved.  Other than that, it's good that you are still able to exercise, and a healthy well-balanced diet is always a good thing.    MS seems to affect everyone differently and, as Karen has said, your MS Nurse (if you have one) should be of great help - mine's brilliant.  It can be one helluva shock when you first receive your diagnosis, so my advice would be to just take one day at a time and don't try to forecast the future.  The folks on this forum are very friendly and knowledgeable, so come on here and ask away at any time. We're all here for each other. xx ","<p>Hi and welcome to the Forum!  Yep, I'm still learning too - I was diagnosed with PPMS at the end of June this year.  There is only one drug at the moment for those of us with PPMS called Ocrevus - you may want to talk to your neuro about it in January as it's not suitable for everyone and there are risks involved.  Other than that, it's good that you are still able to exercise, and a healthy well-balanced diet is always a good thing.  </p><p>MS seems to affect everyone differently and, as Karen has said, your MS Nurse (if you have one) should be of great help - mine's brilliant.  It can be one helluva shock when you first receive your diagnosis, so my advice would be to just take one day at a time and don't try to forecast the future.  The folks on this forum are very friendly and knowledgeable, so come on here and ask away at any time. We're all here for each other. xx</p>",18 Dec  2019 at 12:21 pm,#4,418014,https://community.mssociety.org.uk/comment/418014#comment-418014,flopsy1,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/bunny1_0.jpg?itok=O_hQZmz5"">",https://community.mssociety.org.uk/users/flopsy1,,,
289,"Recent PPMS diagnosis, help!"," Thank you. I have seen that there is only one drug treatment currently available but not keen as you say it has risks and currently my symptoms are not bad and I believe manageable with alternative options like reflexology and swimming. I have met my nurse once and haven't got another appointment with her yet. I have been advised to take a high dose of vitamin D and it is expensive, I did wonder if this could be done on a prescription and if so who would do that? Thank you. Happy Christmas ","<p>Thank you. I have seen that there is only one drug treatment currently available but not keen as you say it has risks and currently my symptoms are not bad and I believe manageable with alternative options like reflexology and swimming. I have met my nurse once and haven't got another appointment with her yet. I have been advised to take a high dose of vitamin D and it is expensive, I did wonder if this could be done on a prescription and if so who would do that? Thank you. Happy Christmas</p>",20 Dec  2019 at 7:46 am,#5,418065,https://community.mssociety.org.uk/comment/418065#comment-418065,sandy-star,,,https://community.mssociety.org.uk/users/sandy-star,(Reply to #4),https://community.mssociety.org.uk/forums/primary-progressive-ms/recent-ppms-diagnosis-help#comment-418014,418014
290,"Recent PPMS diagnosis, help!", You can get vitamins online from many suppliers. Just be sure your vitamin D3 is of high quality and not bulked up. ,<p>You can get vitamins online from many suppliers. Just be sure your vitamin D3 is of high quality and not bulked up.</p>,21 Dec  2019 at 4:55 pm,#6,418126,https://community.mssociety.org.uk/comment/418126#comment-418126,,,,,(Reply to #5),https://community.mssociety.org.uk/forums/primary-progressive-ms/recent-ppms-diagnosis-help#comment-418065,418065
291,"Recent PPMS diagnosis, help!", I get about a years supply of high dose VitD online from bulkpowders it costs around 18.00.  Jan x ,<p>I get about a years supply of high dose VitD online from bulkpowders it costs around 18.00.</p><p>Jan x</p>,20 Dec  2019 at 11:40 am,#7,418089,https://community.mssociety.org.uk/comment/418089#comment-418089,janhhh,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/image_96.jpg?itok=E2Ef5x3R"">",https://community.mssociety.org.uk/users/janhhh,,,
292,Any one receiving Income Protection?," I am having alot if trouble with Aviva Insurance and their Income Protection they offer. Wondering if any one else has had a similar experience?  I actually work for a Private Medical Insurer and have worked here for 12 years.  When I joined i didn't have MS and had income protection with the Friends Life- now bought out by AVIVA.  A few years after my diagnoses for Relapsing Remitting MS i had to reduce my full time hours to 16 hours. My income protection kicked in and my wage was 'topped up' by the income protection.  A few years ago I had my first child and my symptoms got worse and i wasn't fit to work at all. After a few months of this AVIVA sent Private investigators to film me and told me I was fit enough to go back to work full time.    After a long appeal process we came to an agreement that i would try going back to my 16 hours but will be based at home not in an office. This has been going really well for me and I've managed to stay in work and do I job I enjoy. But now Aviva have said they have done a further medical review and will not pay me anymore Income Protection payments as they think I'm fit enough to work full time.  I have been to Occupational therapists through work and they disagree that i can work fulltime, my manager feels I cannot work full time, My MS nurse feels this way and so do I but they have still stopped the claim!!    Anyone else come across something similar??   ","<p>I am having alot if trouble with Aviva Insurance and their Income Protection they offer. Wondering if any one else has had a similar experience?</p><p>I actually work for a Private Medical Insurer and have worked here for 12 years.</p><p>When I joined i didn't have MS and had income protection with the Friends Life- now bought out by AVIVA.</p><p>A few years after my diagnoses for Relapsing Remitting MS i had to reduce my full time hours to 16 hours. My income protection kicked in and my wage was 'topped up' by the income protection.</p><p>A few years ago I had my first child and my symptoms got worse and i wasn't fit to work at all. After a few months of this AVIVA sent Private investigators to film me and told me I was fit enough to go back to work full time.</p><p></p><p>After a long appeal process we came to an agreement that i would try going back to my 16 hours but will be based at home not in an office. This has been going really well for me and I've managed to stay in work and do I job I enjoy. But now Aviva have said they have done a further medical review and will not pay me anymore Income Protection payments as they think I'm fit enough to work full time.</p><p>I have been to Occupational therapists through work and they disagree that i can work fulltime, my manager feels I cannot work full time, My MS nurse feels this way and so do I but they have still stopped the claim!!</p><p></p><p>Anyone else come across something similar??</p><p></p>",08 Jul  2019 at 6:40 pm,#1,86011,https://community.mssociety.org.uk/forums/ms-news-and-announcements/any-one-receiving-income-protection,bails86,,,https://community.mssociety.org.uk/users/bails86,,,
293,Any one receiving Income Protection?," Hello Bails  Welcome to the forum. Im sorry, I cant actually help with your query, but I think you might have more replies to your query if you posted in in the Everyday Living part of the forum. That has a lot more traffic, so people will see your thread if you put it there.  Best of luck.  Sue ","<p>Hello Bails</p><p>Welcome to the forum. Im sorry, I cant actually help with your query, but I think you might have more replies to your query if you posted in in the Everyday Living part of the forum. That has a lot more traffic, so people will see your thread if you put it there.</p><p>Best of luck.</p><p>Sue</p>",09 Jul  2019 at 7:07 pm,#2,411191,https://community.mssociety.org.uk/comment/411191#comment-411191,ssssue,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/BBB33DA7-455D-45D1-800C-F9EA370F1898.jpeg?itok=9lWBVy7l"">",https://community.mssociety.org.uk/users/ssssue,,,
294,Gilenya," Hi everyone,  i will be starting Gilenya on 20th November and would love to know people's experiences of this drug.  Thank you so much. ","<p>Hi everyone,</p><p>i will be starting Gilenya on 20th November and would love to know people's experiences of this drug.</p><p>Thank you so much.</p>",19 Oct  2017 at 1:48 pm,#1,80431,https://community.mssociety.org.uk/forums/ms-news-and-announcements/gilenya,delatronchette,,,https://community.mssociety.org.uk/users/delatronchette,,,
295,Gilenya, I have been taking gilenya now for 10 months ..no after effects ...just like taking a vitamin ..does anybody else get effects ??good or bad??....am only one a day.. ,<p>I have been taking gilenya now for 10 months ..no after effects ...just like taking a vitamin ..does anybody else get effects ??good or bad??....am only one a day..</p>,15 May  2018 at 5:06 pm,#2,387394,https://community.mssociety.org.uk/comment/387394#comment-387394,2920teri,,,https://community.mssociety.org.uk/users/2920teri,,,
296,Central Scotland Meet," The next Wobble (Meet up) is 11amon the 10th August at the Canalside in BrightonsFalkirk. It is foreveyone, those living with this and those connected to us (friends/relatives/carers). If you want to have a chat, pick up some tips or impart some knowledge please come along. ","<p>The next Wobble (Meet up) is 11amon the 10th August at the Canalside in BrightonsFalkirk. It is foreveyone, those living with this and those connected to us (friends/relatives/carers). If you want to have a chat, pick up some tips or impart some knowledge please come along.</p>",04 Aug  2019 at 12:40 pm,#1,86154,https://community.mssociety.org.uk/forums/ms-news-and-announcements/central-scotland-meet,watsoncraig,,,https://community.mssociety.org.uk/users/watsoncraig,,,
297,Merry Christmas EVERYBODY!!!," Merry Christmas Terry and all, best wishes for 2020.  Jan x ","<p>Merry Christmas Terry and all, best wishes for 2020.</p><p>Jan x</p>",26 Dec  2019 at 6:52 am,#4,418216,https://community.mssociety.org.uk/comment/418216#comment-418216,janhhh,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/image_96.jpg?itok=E2Ef5x3R"">",https://community.mssociety.org.uk/users/janhhh,,,
298,Merry Christmas EVERYBODY!!!, Merry Christmas guys M x ,<p>Merry Christmas guys M x</p>,26 Dec  2019 at 11:57 am,#5,418218,https://community.mssociety.org.uk/comment/418218#comment-418218,hellms,,,https://community.mssociety.org.uk/users/hellms,,,
299,Merry Christmas EVERYBODY!!!," I've just had my second Christmas day alone. The telly was rubbish so I'm glad I'd recorded Toy Story 2 &amp; 3. Breakfast was a bacon roll and later in the evening, I had cheese, biscuits and a fine Rustenburg dessert wine. Then whisky.  Stay cool Terry. ","<p>I've just had my second Christmas day alone. The telly was rubbish so I'm glad I'd recorded Toy Story 2 &amp; 3. Breakfast was a bacon roll and later in the evening, I had cheese, biscuits and a fine Rustenburg dessert wine. Then whisky.</p><p>Stay cool Terry.</p>",26 Dec  2019 at 2:46 pm,#6,418220,https://community.mssociety.org.uk/comment/418220#comment-418220,steve-snore,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/hgf%20%282%29.jpg?itok=ZXZ2NCb3"">",https://community.mssociety.org.uk/users/steve-snore,,,
300,Merry Christmas EVERYBODY!!!, Hey Terry. Happy Christmas to you too. Peace and quiet and lovely food sounds like a cool Yule to me. ,<p>Hey Terry. Happy Christmas to you too. Peace and quiet and lovely food sounds like a cool Yule to me.</p>,27 Dec  2019 at 1:19 pm,#7,418231,https://community.mssociety.org.uk/comment/418231#comment-418231,poppy6488,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/sml%20arnie.jpg?itok=GYvzGoMe"">",https://community.mssociety.org.uk/users/poppy6488,,,
301,Merry Christmas EVERYBODY!!!, Hope everyone had a lovely Christmas and I wish you all a peaceful and healthy New Year.    Pam x ,<p>Hope everyone had a lovely Christmas and I wish you all a peaceful and healthy New Year.</p><p></p><p>Pam x</p>,27 Dec  2019 at 1:29 pm,#8,418232,https://community.mssociety.org.uk/comment/418232#comment-418232,skippysprite,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/imagesCADB0IM1_2.jpg?itok=CO4ebkg1"">",https://community.mssociety.org.uk/users/skippysprite,,,
302,Merry Christmas EVERYBODY!!!," Merry Christmas and happy new year to you all. 
Lina x ","<p>Merry Christmas and happy new year to you all.<br>
Lina x</p>",27 Dec  2019 at 1:45 pm,#9,418234,https://community.mssociety.org.uk/comment/418234#comment-418234,linamumof4,,,https://community.mssociety.org.uk/users/linamumof4,,,
303,Merry Christmas EVERYBODY!!!, Merry Christmas and best wishes for 2020 everyone. ,<p>Merry Christmas and best wishes for 2020 everyone.</p>,27 Dec  2019 at 5:27 pm,#10,418238,https://community.mssociety.org.uk/comment/418238#comment-418238,min,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/th-1.jpeg?itok=QmzE2uea"">",https://community.mssociety.org.uk/users/min,,,
304,Molli Suit," Has anyone tried this new therapy and, if so, how did you get on?    I have just had an assessment wearing this suit and the results were very impressive. However I would like to hear from others as to their experiences. In particular how effective the treatments are and how long do they last? Also, do you feel it is worth the (considerable) expense?    Thanks for any comments. ","<p>Has anyone tried this new therapy and, if so, how did you get on?</p><p></p><p>I have just had an assessment wearing this suit and the results were very impressive. However I would like to hear from others as to their experiences. In particular how effective the treatments are and how long do they last? Also, do you feel it is worth the (considerable) expense?</p><p></p><p>Thanks for any comments.</p>",05 Sep  2019 at 7:44 pm,#1,86344,https://community.mssociety.org.uk/forums/ms-news-and-announcements/molli-suit,paulmkemp,,,https://community.mssociety.org.uk/users/paulmkemp,,,
305,Sensitive hearing," Thanks Michelle. I went to the GP to make sure it wasn't an infection or a ruptured ear drum etc, she thought it was neurological but also referred me to ENT. My Neuro said he doesn't think it's neurological and is trying to push my MRI I'm to have before starting Ocrevus forward. So I'm still just using ear plugs to stay sane and we'll see. Hopefully it'll just go with time, but three weeks down the line getting frustrated, but that's not helping. I'm on Amitriptyline 50mg and I don't feel anxious, I don't think that's the cause, but I welcome all suggestions.  Thanks  Cath x ","<p>Thanks Michelle. I went to the GP to make sure it wasn't an infection or a ruptured ear drum etc, she thought it was neurological but also referred me to ENT. My Neuro said he doesn't think it's neurological and is trying to push my MRI I'm to have before starting Ocrevus forward. So I'm still just using ear plugs to stay sane and we'll see. Hopefully it'll just go with time, but three weeks down the line getting frustrated, but that's not helping. I'm on Amitriptyline 50mg and I don't feel anxious, I don't think that's the cause, but I welcome all suggestions.</p><p>Thanks</p><p>Cath x</p>",15 Dec  2019 at 2:17 am,#5,417872,https://community.mssociety.org.uk/comment/417872#comment-417872,min,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/th-1.jpeg?itok=QmzE2uea"">",https://community.mssociety.org.uk/users/min,,,
306,Sensitive hearing," Cath , do you think it could be trigimal neuralgia? They said that's what mine was , I had terrible pain in my ear and was sure it was an ear infection.   Michelle and Frazer xx ","<p>Cath , do you think it could be trigimal neuralgia? They said that's what mine was , I had terrible pain in my ear and was sure it was an ear infection. </p><p>Michelle and Frazer xx</p>",15 Dec  2019 at 8:02 pm,#6,417887,https://community.mssociety.org.uk/comment/417887#comment-417887,shellyonthebeach,,,https://community.mssociety.org.uk/users/shellyonthebeach,,,
307,The health roller-coaster," Hi Steve    I don't understand any medical jargon hope they explain it clearly for you soon, but one thing I can do is to send you a big hug ((((hugs))))    Thinking of you.    Pam x ","<p>Hi Steve</p><p></p><p>I don't understand any medical jargon hope they explain it clearly for you soon, but one thing I can do is to send you a big hug ((((hugs))))</p><p></p><p>Thinking of you.</p><p></p><p>Pam x</p>",30 Dec  2019 at 11:31 am,#5,418294,https://community.mssociety.org.uk/comment/418294#comment-418294,skippysprite,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/imagesCADB0IM1_2.jpg?itok=CO4ebkg1"">",https://community.mssociety.org.uk/users/skippysprite,,,
308,The health roller-coaster," Steve, not understanding a word either!!  I can however understand that you are overwhelmed and perhaps nervous.  So. Sending some Northern grit to help prop you up. Added to that. Lots of big hugs.  Your friends on her are right behind you.    Anne xx ","<p>Steve, not understanding a word either!!</p><p>I can however understand that you are overwhelmed and perhaps nervous.</p><p>So. Sending some Northern grit to help prop you up. Added to that. Lots of big hugs.</p><p>Your friends on her are right behind you.</p><p></p><p>Anne xx</p>",30 Dec  2019 at 1:18 pm,#6,418295,https://community.mssociety.org.uk/comment/418295#comment-418295,anne48,,,https://community.mssociety.org.uk/users/anne48,,,
309,The health roller-coaster, Your friends on here!!!!!!!!!!!!  Xx ,<p>Your friends on here!!!!!!!!!!!!</p><p>Xx</p>,30 Dec  2019 at 1:18 pm,#7,418296,https://community.mssociety.org.uk/comment/418296#comment-418296,anne48,,,https://community.mssociety.org.uk/users/anne48,,,
310,The health roller-coaster, Hi Steve I am so sorry to hearyou are still having such a tough time. Hoping 2020 will be a kinder year to you. Lots of hugs. Sue xx ,<p>Hi Steve I am so sorry to hearyou are still having such a tough time. Hoping 2020 will be a kinder year to you. Lots of hugs. Sue xx</p>,30 Dec  2019 at 8:43 pm,#8,418310,https://community.mssociety.org.uk/comment/418310#comment-418310,sue84,,,https://community.mssociety.org.uk/users/sue84,,,
311,The health roller-coaster," Wow Steve.  I do have a medical background although over the last few years I think dementia is taking over as my brain works nothing like it used to. In other words all I can offer is hugs too as your description has left me confused. I'm sorry to hear you're having more problems, there's something about ms as my hospital file has exploded with new issues over the last few years and doesn't seem to be slowing down.  Fingers and toes crossed by me for you too hoping it's nothing serious. We're all here for you.  Cath x ","<p>Wow Steve.</p><p>I do have a medical background although over the last few years I think dementia is taking over as my brain works nothing like it used to. In other words all I can offer is hugs too as your description has left me confused. I'm sorry to hear you're having more problems, there's something about ms as my hospital file has exploded with new issues over the last few years and doesn't seem to be slowing down.</p><p>Fingers and toes crossed by me for you too hoping it's nothing serious. We're all here for you.</p><p>Cath x</p>",01 Jan  2020 at 12:37 am,#9,418349,https://community.mssociety.org.uk/comment/418349#comment-418349,min,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/th-1.jpeg?itok=QmzE2uea"">",https://community.mssociety.org.uk/users/min,,,
312,Myles and Me theatre production," Hi all  I am a professional actor, diagnosed RRMS in 2009 and then SPMS in 2017. I continue to work as much as possible and have my own productioncompany - WAWOW Ltd.I will be performing a new one-woman play all about MS - Myles and Me at OSO Arts Centre in Barnes on Monday28 October and would love a big audience. I would also like to hear from MS Society branch members who would like a performance of this funny and powerful insight into the world of one woman's MS journey to take place at their branch meeting. Feedback from a platform performance for West Oxfordshire MS Society:  ""absolutely excellent portrayal of the experience of having MS""  ""gave permission to talk about MS""  'I really enjoyed it""  ""it legitimised the experience of having MS"" ","<p>Hi all</p><p>I am a professional actor, diagnosed RRMS in 2009 and then SPMS in 2017. I continue to work as much as possible and have my own productioncompany - WAWOW Ltd.I will be performing a new one-woman play all about MS - Myles and Me at OSO Arts Centre in Barnes on Monday28 October and would love a big audience. I would also like to hear from MS Society branch members who would like a performance of this funny and powerful insight into the world of one woman's MS journey to take place at their branch meeting. Feedback from a platform performance for West Oxfordshire MS Society:</p><p>""absolutely excellent portrayal of the experience of having MS""</p><p>""gave permission to talk about MS""</p><p>'I really enjoyed it""</p><p>""it legitimised the experience of having MS""</p>",17 Sep  2019 at 1:07 pm,#1,86438,https://community.mssociety.org.uk/forums/ms-news-and-announcements/myles-and-me-theatre-production,rutitoottoots,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/WAWOW%20Logo%20clear.png?itok=JWenb73t"">",https://community.mssociety.org.uk/users/rutitoottoots,,,
313,My last post," Aww Terry you had me worried I'm glad it was just your last post of 2019 , we love you on this forum I would miss you if you stopped sending us messages about your fun .  Michelle and Frazer xx ","<p>Aww Terry you had me worried I'm glad it was just your last post of 2019 , we love you on this forum I would miss you if you stopped sending us messages about your fun .</p><p>Michelle and Frazer xx</p>",31 Dec  2019 at 12:04 pm,#2,418322,https://community.mssociety.org.uk/comment/418322#comment-418322,shellyonthebeach,,,https://community.mssociety.org.uk/users/shellyonthebeach,,,
314,My last post," I'm stuck here Michelle. Mention MS to the healthy &amp; get bombarded with whatever floats their boat. Use or lose it &amp; keep supplementing with good stuff is going to continue.  From baking soda in my coffee, soup-er garlic boosts &amp; soaking my feet in Apple Cider Vinegar.  Whatever I've been doing, as been far better for me, than the usual advice.  Totally loopy from their prospective &amp; yet they secretly try &amp; never mention.  Take care out there.  ","<p>I'm stuck here Michelle. Mention MS to the healthy &amp; get bombarded with whatever floats their boat. Use or lose it &amp; keep supplementing with good stuff is going to continue.</p><p>From baking soda in my coffee, soup-er garlic boosts &amp; soaking my feet in Apple Cider Vinegar.</p><p>Whatever I've been doing, as been far better for me, than the usual advice.</p><p>Totally loopy from their prospective &amp; yet they secretly try &amp; never mention.</p><p>Take care out there.<img alt=""wink"" height=""23"" src=""https://community.mssociety.org.uk/sites/all/libraries/ckeditor/plugins/smiley/images/wink_smile.png"" width=""23""></p>",31 Dec  2019 at 12:30 pm,#3,418323,https://community.mssociety.org.uk/comment/418323#comment-418323,puddle,,,https://community.mssociety.org.uk/users/puddle,(Reply to #2),https://community.mssociety.org.uk/forums/primary-progressive-ms/my-last-post#comment-418322,418322
315,My last post, Happy new year Terry wishing you all the best for 2020! it sounds as though2020 is in the future not at midnight tonight lol.   ,<p>Happy new year Terry wishing you all the best for 2020! it sounds as though2020 is in the future not at midnight tonight lol.</p><p></p>,31 Dec  2019 at 12:34 pm,#4,418324,https://community.mssociety.org.uk/comment/418324#comment-418324,jaydee,,,https://community.mssociety.org.uk/users/jaydee,,,
316,My last post," All the best for another decade jaydee.  The count down will pass by in my slumber. I came to my senses, with regards to all the fakery.  We know what our future is &amp; it's going to be awesome!!! ","<p>All the best for another decade jaydee.</p><p>The count down will pass by in my slumber. I came to my senses, with regards to all the fakery.</p><p>We know what our future is &amp; it's going to be awesome!!!</p>",31 Dec  2019 at 12:44 pm,#5,418325,https://community.mssociety.org.uk/comment/418325#comment-418325,puddle,,,https://community.mssociety.org.uk/users/puddle,(Reply to #4),https://community.mssociety.org.uk/forums/primary-progressive-ms/my-last-post#comment-418324,418324
317,Anyone in touch with Don from Margate?," Aww Thanks Pat , I'm glad to hear that you and Dickie are doing well. I'm  one of Jehovahs Witnesses so I don't celebrate Christmas but we often see our family and just have a relaxing time . Take care of you and Dickie and your lovely brother.  Love Michelle and Frazer xx ","<p>Aww Thanks Pat , I'm glad to hear that you and Dickie are doing well. I'm  one of Jehovahs Witnesses so I don't celebrate Christmas but we often see our family and just have a relaxing time . Take care of you and Dickie and your lovely brother.</p><p>Love Michelle and Frazer xx</p>",24 Dec  2019 at 2:37 pm,#5,418198,https://community.mssociety.org.uk/comment/418198#comment-418198,shellyonthebeach,,,https://community.mssociety.org.uk/users/shellyonthebeach,(Reply to #4),https://community.mssociety.org.uk/forums/primary-progressive-ms/anyone-touch-don-margate#comment-418183,418183
318,Anyone in touch with Don from Margate?," Hi Pat    Haven't seen Don as much lately as he used to be, hope all is well for him and his wife.    Hope you have a lovely Christmas and a peaceful and healthy New year.    Pam x ","<p>Hi Pat</p><p></p><p>Haven't seen Don as much lately as he used to be, hope all is well for him and his wife.</p><p></p><p>Hope you have a lovely Christmas and a peaceful and healthy New year.</p><p></p><p>Pam x</p>",24 Dec  2019 at 1:11 pm,#6,418195,https://community.mssociety.org.uk/comment/418195#comment-418195,skippysprite,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/imagesCADB0IM1_2.jpg?itok=CO4ebkg1"">",https://community.mssociety.org.uk/users/skippysprite,,,
319,Anyone in touch with Don from Margate?, Hi folks hope everyone is well? Pat has been missing in action on Twitter if anyone speaks to her my Twitter name is @ Promote_Thanet  XXX Don ,<p>Hi folks hope everyone is well? Pat has been missing in action on Twitter if anyone speaks to her my Twitter name is @ Promote_Thanet</p><p>XXX Don</p>,31 Dec  2019 at 7:17 pm,#7,418344,https://community.mssociety.org.uk/comment/418344#comment-418344,hoppity,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/bart.jpg?itok=kVt0p8tK"">",https://community.mssociety.org.uk/users/hoppity,,,
320,Anyone in touch with Don from Margate?," Hi Don, Ive closed my Twitter account which is whyI cant contact you through Twitter! Ill PM you my email address. You are like the Elusive Don from Margate... impossible t contact! lol...  ","<p>Hi Don, Ive closed my Twitter account which is whyI cant contact you through Twitter! Ill PM you my email address. You are like the Elusive Don from Margate... impossible t contact! lol...<img alt=""wink"" height=""23"" src=""https://community.mssociety.org.uk/sites/all/libraries/ckeditor/plugins/smiley/images/wink_smile.png"" width=""23""></p>",01 Jan  2020 at 8:50 am,#8,418361,https://community.mssociety.org.uk/comment/418361#comment-418361,snow-leopard,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/image_55.jpeg?itok=mCMNFAi6"">",https://community.mssociety.org.uk/users/snow-leopard,(Reply to #7),https://community.mssociety.org.uk/forums/primary-progressive-ms/anyone-touch-don-margate#comment-418344,418344
321,Next Central Scotland Meet up," Our next meet up (wobble) will be Saturday 19th October, 11am at Callander House Tearoom. Stick it in your diary and make it. Its open to all regardless of where you are from or wether you have, care for or have a friend with the creeping paralysis (as it used to be known). Come along for brunch or coffee and cake.  Callendar House Callendar Rd, Falkirk FK1 1YR   https://maps.app.goo.gl/9BdL3FsYxH8Tz6qU7   Its close by bus and train routes and if required you can even get a lift from a station close by. ","<p>Our next meet up (wobble) will be Saturday 19th October, 11am at Callander House Tearoom.<br>Stick it in your diary and make it. Its open to all regardless of where you are from or wether you have, care for or have a friend with the creeping paralysis (as it used to be known). Come along for brunch or coffee and cake.</p><p>Callendar House<br>Callendar Rd, Falkirk FK1 1YR</p><p><a href=""https://maps.app.goo.gl/9BdL3FsYxH8Tz6qU7"">https://maps.app.goo.gl/9BdL3FsYxH8Tz6qU7</a></p><p>Its close by bus and train routes and if required you can even get a lift from a station close by.</p>",17 Sep  2019 at 3:37 pm,#1,86440,https://community.mssociety.org.uk/forums/ms-news-and-announcements/next-central-scotland-meet,watsoncraig,,,https://community.mssociety.org.uk/users/watsoncraig,,,
322,How quickly does PPMS progress?, PPMS as above Cath and Terry covered it and I'll only be saying the same so tough I ain't going to wear myself out doing it. Good luck I have had it 28 years  Don ,<p>PPMS as above Cath and Terry covered it and I'll only be saying the same so tough I ain't going to wear myself out doing it. Good luck I have had it 28 years</p><p>Don</p>,29 Nov  2019 at 3:40 pm,#4,417398,https://community.mssociety.org.uk/comment/417398#comment-417398,hoppity,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/bart.jpg?itok=kVt0p8tK"">",https://community.mssociety.org.uk/users/hoppity,,,
323,How quickly does PPMS progress?," As there is no definitive answer, I would say take it one day at a time.  Knowing what I know now. I`ve had it all my life and it became apparent at 55 although my symptoms are stable and some are in reverse.  To save the annoyance of people staring at me I use a Rollator when out walking to the shops. The ironic thing is in some cases I walk faster than able bodied people. ","<p>As there is no definitive answer, I would say take it one day at a time.</p><p>Knowing what I know now. I`ve had it all my life and it became apparent at 55 although my symptoms are stable and some are in reverse.</p><p>To save the annoyance of people staring at me I use a Rollator when out walking to the shops. The ironic thing is in some cases I walk faster than able bodied people.</p>",02 Dec  2019 at 10:01 am,#5,417480,https://community.mssociety.org.uk/comment/417480#comment-417480,scudger,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/WS.jpg?itok=OGaDRNJG"">",https://community.mssociety.org.uk/users/scudger,,,
